UR,SR,p,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,"[(L1) (L2 L) (L2)]",0,2,1,0,2,0,0,0,3,4,4,1
,,,"[(L1) (L2) (L L2)]",0,3,0,0,2,0,0,0,3,3,5,1
,,,"[(L1) (L2) L (L2)]",0,3,0,1,3,0,0,0,3,4,5,1
,[L1 L L L],0
,,,"[(L1) L L L]",0,1,0,3,1,0,1,0,3,0,3,0
,,,"[(L1 L) L L]",0,0,1,2,0,0,1,0,2,0,2,0
"[L L L H]"
,[L L2 L1 H2],0
,,,"[L (L2) (L1) (H2)]",0,3,0,1,2,1,0,2,1,6,3,1
,,,"[(L L2) (L1) (H2)]",0,3,0,0,1,0,0,2,1,5,3,1
,[L2 L1 L2 H2],0
,,,"[(L2) (L1) (L2) (H2)]",0,4,0,0,3,0,0,1,2,6,6,1
,[L2 L2 L1 H2],0
,,,"[(L2) (L2) (L1) (H2)]",0,4,0,0,3,0,0,2,1,6,6,1
,[L2 L L1 H2],0
,,,"[(L2 L) (L1) (H2)]",0,2,1,0,1,0,0,2,1,5,3,1
,,,"[(L2) L (L1) (H2)]",0,3,0,1,2,0,0,2,1,5,4,1
,,,"[(L2) (L L1) (H2)]",0,3,0,0,1,0,0,1,1,4,4,1
,[L L1 L2 H],0
,,,"[L (L1) (L2 H)]",1,1,1,1,1,1,0,1,2,3,2,1
,,,"[L (L1) (L2) H]",1,2,0,2,2,1,1,1,2,3,3,0
,,,"[(L L1) (L2 H)]",1,1,1,0,0,0,0,0,2,2,2,1
,,,"[(L L1) (L2) H]",1,2,0,1,1,0,1,0,2,2,3,0
,[L L L1 H2],0
,,,"[L (L L1) (H2)]",0,2,0,1,0,1,0,1,1,4,1,1
,,,"[L L (L1) (H2)]",0,2,0,2,1,1,0,2,1,5,1,1
,[L2 L1 L H2],0
,,,"[(L2) (L1) L (H2)]",0,3,0,1,2,0,0,1,2,4,5,1
,,,"[(L2) (L1 L) (H2)]",0,2,1,0,1,0,0,1,1,4,4,1
,,,"[(L2) (L1) (L H2)]",0,3,0,0,2,0,0,1,2,3,5,1
,[L2 L L1 H],0
,,,"[(L2 L) (L1 H)]",1,0,2,0,0,0,0,2,0,2,2,1
,,,"[(L2) L (L1) H]",1,2,0,2,2,0,1,2,1,2,4,0
,,,"[(L2) L (L1 H)]",1,1,1,1,1,0,0,2,0,2,3,1
,,,"[(L2 L) (L1) H]",1,1,1,1,1,0,1,2,1,2,3,0
,,,"[(L2) (L L1) H]",1,2,0,1,1,0,1,1,1,1,4,0
,[L L1 L H],0
,,,"[L (L1) L H]",1,1,0,3,1,1,1,1,2,1,2,0
,,,"[L (L1 L) H]",1,0,1,2,0,1,1,1,1,1,1,0
,,,"[(L L1) L H]",1,1,0,2,0,0,1,0,2,0,2,0
,[L L1 L H2],0
,,,"[(L L1) L (H2)]",0,2,0,1,0,0,0,0,2,3,2,1
,,,"[L (L1) (L H2)]",0,2,0,1,1,1,0,1,2,3,2,1
,,,"[L (L1 L) (H2)]",0,1,1,1,0,1,0,1,1,4,1,1
,,,"[L (L1) L (H2)]",0,2,0,2,1,1,0,1,2,4,2,1
,,,"[(L L1) (L H2)]",0,2,0,0,0,0,0,0,2,2,2,1
,[L L1 L2 H2],0
,,,"[L (L1) (L2) (H2)]",0,3,0,1,2,1,0,1,2,6,3,1
,,,"[(L L1) (L2) (H2)]",0,3,0,0,1,0,0,0,2,5,3,1
,[L L L H1],0
,,,"[L L L (H1)]",0,1,0,3,0,1,0,3,0,3,0,1
,,,"[L L (L H1)]",0,1,0,2,0,1,0,2,0,2,0,1
,[L1 L L2 H2],0
,,,"[(L1) L (L2) (H2)]",0,3,0,1,2,0,0,0,3,5,4,1
,,,"[(L1) (L L2) (H2)]",0,3,0,0,1,0,0,0,3,4,4,1
,,,"[(L1 L) (L2) (H2)]",0,2,1,0,1,0,0,0,2,5,3,1
,[L2 L1 L H],0
,,,"[(L2) (L1) L H]",1,2,0,2,2,0,1,1,2,1,5,0
,,,"[(L2) (L1 L) H]",1,1,1,1,1,0,1,1,1,1,4,0
,[L1 L2 L H],0
,,,"[(L1) (L2) L H]",1,2,0,2,2,0,1,0,3,1,5,0
,,,"[(L1) (L2 L) H]",1,1,1,1,1,0,1,0,3,1,4,0
,[L2 L1 L2 H],0
,,,"[(L2) (L1) (L2) H]",1,3,0,1,3,0,1,1,2,3,6,0
,,,"[(L2) (L1) (L2 H)]",1,2,1,0,2,0,0,1,2,3,5,1
,[L1 L2 L2 H2],0
,,,"[(L1) (L2) (L2) (H2)]",0,4,0,0,3,0,0,0,3,6,6,1
,[L2 L L2 H1],0
,,,"[(L2) (L L2) (H1)]",0,3,0,0,1,0,0,3,0,4,4,1
,,,"[(L2) L (L2) (H1)]",0,3,0,1,2,0,0,3,0,5,4,1
,,,"[(L2 L) (L2) (H1)]",0,2,1,0,1,0,0,3,0,5,3,1
,[L L2 L2 H1],0
,,,"[(L L2) (L2) (H1)]",0,3,0,0,1,0,0,3,0,5,3,1
,,,"[L (L2) (L2) (H1)]",0,3,0,1,2,1,0,3,0,6,3,1
,[L L2 L H1],0
,,,"[(L L2) L (H1)]",0,2,0,1,0,0,0,3,0,3,2,1
,,,"[L (L2) (L H1)]",0,2,0,1,1,1,0,2,0,3,2,1
,,,"[L (L2 L) (H1)]",0,1,1,1,0,1,0,3,0,4,1,1
,,,"[(L L2) (L H1)]",0,2,0,0,0,0,0,2,0,2,2,1
,,,"[L (L2) L (H1)]",0,2,0,2,1,1,0,3,0,4,2,1
,[L1 L L H2],0
,,,"[(L1) L (L H2)]",0,2,0,1,1,0,0,0,3,2,3,1
,,,"[(L1 L) (L H2)]",0,1,1,0,0,0,0,0,2,2,2,1
,,,"[(L1 L) L (H2)]",0,1,1,1,0,0,0,0,2,3,2,1
,,,"[(L1) L L (H2)]",0,2,0,2,1,0,0,0,3,3,3,1
,[L1 L2 L H2],0
,,,"[(L1) (L2) L (H2)]",0,3,0,1,2,0,0,0,3,4,5,1
,,,"[(L1) (L2 L) (H2)]",0,2,1,0,1,0,0,0,3,4,4,1
,,,"[(L1) (L2) (L H2)]",0,3,0,0,2,0,0,0,3,3,5,1
,[L L L2 H1],0
,,,"[L L (L2) (H1)]",0,2,0,2,1,1,0,3,0,5,1,1
,,,"[L (L L2) (H1)]",0,2,0,1,0,1,0,3,0,4,1,1
,[L2 L2 L2 H1],0
,,,"[(L2) (L2) (L2) (H1)]",0,4,0,0,3,0,0,3,0,6,6,1
,[L2 L L H1],1
,,,"[(L2) L (L H1)]",0,2,0,1,1,0,0,2,0,2,3,1
,,,"[(L2 L) (L H1)]",0,1,1,0,0,0,0,2,0,2,2,1
,,,"[(L2) L L (H1)]",0,2,0,2,1,0,0,3,0,3,3,1
,,,"[(L2 L) L (H1)]",0,1,1,1,0,0,0,3,0,3,2,1
,[L2 L2 L1 H],0
,,,"[(L2) (L2) (L1 H)]",1,2,1,0,2,0,0,2,0,3,5,1
,,,"[(L2) (L2) (L1) H]",1,3,0,1,3,0,1,2,1,3,6,0
,[L1 L L H],0
,,,"[(L1) L L H]",1,1,0,3,1,0,1,0,3,0,3,0
,,,"[(L1 L) L H]",1,0,1,2,0,0,1,0,2,0,2,0
,[L L L1 H],0
,,,"[L L (L1 H)]",1,0,1,2,0,1,0,2,0,2,0,1
,,,"[L L (L1) H]",1,1,0,3,1,1,1,2,1,2,1,0
,,,"[L (L L1) H]",1,1,0,2,0,1,1,1,1,1,1,0
,[L1 L2 L2 H],0
,,,"[(L1) (L2) (L2 H)]",1,2,1,0,2,0,0,0,3,3,5,1
,,,"[(L1) (L2) (L2) H]",1,3,0,1,3,0,1,0,3,3,6,0
,[L L2 L1 H],0
,,,"[L (L2) (L1) H]",1,2,0,2,2,1,1,2,1,3,3,0
,,,"[(L L2) (L1) H]",1,2,0,1,1,0,1,2,1,2,3,0
,,,"[(L L2) (L1 H)]",1,1,1,0,0,0,0,2,0,2,2,1
,,,"[L (L2) (L1 H)]",1,1,1,1,1,1,0,2,0,3,2,1
,[L2 L2 L H1],0
,,,"[(L2) (L2 L) (H1)]",0,2,1,0,1,0,0,3,0,4,4,1
,,,"[(L2) (L2) L (H1)]",0,3,0,1,2,0,0,3,0,4,5,1
,,,"[(L2) (L2) (L H1)]",0,3,0,0,2,0,0,2,0,3,5,1
,[L1 L L2 H],0
,,,"[(L1) L (L2 H)]",1,1,1,1,1,0,0,0,3,2,3,1
,,,"[(L1) L (L2) H]",1,2,0,2,2,0,1,0,3,2,4,0
,,,"[(L1 L) (L2) H]",1,1,1,1,1,0,1,0,2,2,3,0
,,,"[(L1 L) (L2 H)]",1,0,2,0,0,0,0,0,2,2,2,1
,,,"[(L1) (L L2) H]",1,2,0,1,1,0,1,0,3,1,4,0
"[L L H L]"
,[L1 L2 H2 L],0
,,,"[(L1) (L2) (H2) L]",0,3,0,1,2,0,1,0,3,3,6,0
,,,"[(L1) (L2) (H2 L)]",0,2,1,0,2,0,0,0,3,3,5,1
,[L1 L2 H L],0
,,,"[(L1) (L2 H) L]",1,1,1,1,1,0,1,0,3,1,4,0
,,,"[(L1) (L2) H L]",1,2,0,2,2,0,1,0,3,1,5,0
,[L1 L H2 L],0
,,,"[(L1) L (H2 L)]",0,1,1,1,1,0,0,0,3,2,3,1
,,,"[(L1 L) (H2 L)]",0,0,2,0,0,0,0,0,2,2,2,1
,,,"[(L1 L) (H2) L]",0,1,1,1,0,0,1,0,2,2,3,0
,,,"[(L1) (L H2) L]",0,2,0,1,1,0,1,0,3,1,4,0
,,,"[(L1) L (H2) L]",0,2,0,2,1,0,1,0,3,2,4,0
,[L L1 H2 L2],0
,,,"[L (L1) (H2) (L2)]",0,3,0,1,2,1,0,1,2,6,3,1
,,,"[(L L1) (H2) (L2)]",0,3,0,0,1,0,0,0,2,5,3,1
,[L2 L H1 L],1
,,,"[(L2 L) (H1 L)]",0,0,2,0,0,0,0,2,0,2,2,1
,,,"[(L2 L) (H1) L]",0,1,1,1,0,0,1,2,1,2,3,0
,,,"[(L2) L (H1) L]",0,2,0,2,1,0,1,2,1,2,4,0
,,,"[(L2) L (H1 L)]",0,1,1,1,1,0,0,2,0,2,3,1
,,,"[(L2) (L H1) L]",0,2,0,1,1,0,1,1,1,1,4,0
,[L1 L H L2],0
,,,"[(L1) L H (L2)]",1,2,0,2,2,0,0,0,3,3,3,1
,,,"[(L1 L) H (L2)]",1,1,1,1,1,0,0,0,2,3,2,1
,,,"[(L1) L (H L2)]",1,2,0,1,1,0,0,0,3,2,3,1
,,,"[(L1 L) (H L2)]",1,1,1,0,0,0,0,0,2,2,2,1
,[L2 L1 H L],0
,,,"[(L2) (L1 H) L]",1,1,1,1,1,0,1,1,1,1,4,0
,,,"[(L2) (L1) H L]",1,2,0,2,2,0,1,1,2,1,5,0
,[L L H L1],0
,,,"[L L H (L1)]",1,1,0,3,1,1,0,3,0,3,0,1
,,,"[L L (H L1)]",1,1,0,2,0,1,0,2,0,2,0,1
,[L2 L H2 L1],0
,,,"[(L2) (L H2) (L1)]",0,3,0,0,2,0,0,3,0,4,4,1
,,,"[(L2 L) (H2) (L1)]",0,2,1,0,1,0,0,3,0,5,3,1
,,,"[(L2) L (H2) (L1)]",0,3,0,1,2,0,0,3,0,5,4,1
,[L L2 H1 L2],0
,,,"[(L L2) (H1) (L2)]",0,3,0,0,1,0,0,2,1,5,3,1
,,,"[L (L2) (H1) (L2)]",0,3,0,1,2,1,0,2,1,6,3,1
,[L2 L H1 L2],0
,,,"[(L2) (L H1) (L2)]",0,3,0,0,2,0,0,1,1,4,4,1
,,,"[(L2) L (H1) (L2)]",0,3,0,1,2,0,0,2,1,5,4,1
,,,"[(L2 L) (H1) (L2)]",0,2,1,0,1,0,0,2,1,5,3,1
,[L L H1 L2],0
,,,"[L L (H1) (L2)]",0,2,0,2,1,1,0,2,1,5,1,1
,,,"[L (L H1) (L2)]",0,2,0,1,1,1,0,1,1,4,1,1
,[L1 L H L],0
,,,"[(L1 L) H L]",1,0,1,2,0,0,1,0,2,0,2,0
,,,"[(L1) L H L]",1,1,0,3,1,0,1,0,3,0,3,0
,[L1 L H2 L2],0
,,,"[(L1 L) (H2) (L2)]",0,2,1,0,1,0,0,0,2,5,3,1
,,,"[(L1) (L H2) (L2)]",0,3,0,0,2,0,0,0,3,4,4,1
,,,"[(L1) L (H2) (L2)]",0,3,0,1,2,0,0,0,3,5,4,1
,[L2 L2 H2 L1],0
,,,"[(L2) (L2) (H2) (L1)]",0,4,0,0,3,0,0,3,0,6,6,1
,[L1 L2 H L2],0
,,,"[(L1) (L2 H) (L2)]",1,2,1,0,2,0,0,0,3,4,4,1
,,,"[(L1) (L2) (H L2)]",1,3,0,0,2,0,0,0,3,3,5,1
,,,"[(L1) (L2) H (L2)]",1,3,0,1,3,0,0,0,3,4,5,1
,[L2 L H L1],0
,,,"[(L2 L) H (L1)]",1,1,1,1,1,0,0,3,0,3,2,1
,,,"[(L2) L (H L1)]",1,2,0,1,1,0,0,2,0,2,3,1
,,,"[(L2) L H (L1)]",1,2,0,2,2,0,0,3,0,3,3,1
,,,"[(L2 L) (H L1)]",1,1,1,0,0,0,0,2,0,2,2,1
,[L L1 H2 L],0
,,,"[L (L1) (H2 L)]",0,1,1,1,1,1,0,1,2,3,2,1
,,,"[(L L1) (H2 L)]",0,1,1,0,0,0,0,0,2,2,2,1
,,,"[(L L1) (H2) L]",0,2,0,1,0,0,1,0,2,2,3,0
,,,"[L (L1) (H2) L]",0,2,0,2,1,1,1,1,2,3,3,0
,[L2 L2 H L1],0
,,,"[(L2) (L2 H) (L1)]",1,2,1,0,2,0,0,3,0,4,4,1
,,,"[(L2) (L2) H (L1)]",1,3,0,1,3,0,0,3,0,4,5,1
,,,"[(L2) (L2) (H L1)]",1,3,0,0,2,0,0,2,0,3,5,1
,[L L1 H L2],0
,,,"[(L L1) H (L2)]",1,2,0,1,1,0,0,0,2,3,2,1
,,,"[L (L1) H (L2)]",1,2,0,2,2,1,0,1,2,4,2,1
,,,"[(L L1) (H L2)]",1,2,0,0,0,0,0,0,2,2,2,1
,,,"[L (L1 H) (L2)]",1,1,1,1,1,1,0,1,1,4,1,1
,,,"[L (L1) (H L2)]",1,2,0,1,1,1,0,1,2,3,2,1
,[L L2 H2 L1],0
,,,"[(L L2) (H2) (L1)]",0,3,0,0,1,0,0,3,0,5,3,1
,,,"[L (L2) (H2) (L1)]",0,3,0,1,2,1,0,3,0,6,3,1
,[L L2 H L1],0
,,,"[L (L2) H (L1)]",1,2,0,2,2,1,0,3,0,4,2,1
,,,"[L (L2) (H L1)]",1,2,0,1,1,1,0,2,0,3,2,1
,,,"[(L L2) H (L1)]",1,2,0,1,1,0,0,3,0,3,2,1
,,,"[(L L2) (H L1)]",1,2,0,0,0,0,0,2,0,2,2,1
,,,"[L (L2 H) (L1)]",1,1,1,1,1,1,0,3,0,4,1,1
,[L2 L2 H1 L],0
,,,"[(L2) (L2) (H1 L)]",0,2,1,0,2,0,0,2,0,3,5,1
,,,"[(L2) (L2) (H1) L]",0,3,0,1,2,0,1,2,1,3,6,0
,[L2 L1 H L2],0
,,,"[(L2) (L1) H (L2)]",1,3,0,1,3,0,0,1,2,4,5,1
,,,"[(L2) (L1) (H L2)]",1,3,0,0,2,0,0,1,2,3,5,1
,,,"[(L2) (L1 H) (L2)]",1,2,1,0,2,0,0,1,1,4,4,1
,[L L H2 L1],0
,,,"[L (L H2) (L1)]",0,2,0,1,1,1,0,3,0,4,1,1
,,,"[L L (H2) (L1)]",0,2,0,2,1,1,0,3,0,5,1,1
,[L L H1 L],0
,,,"[L L (H1 L)]",0,0,1,2,0,1,0,2,0,2,0,1
,,,"[L (L H1) L]",0,1,0,2,0,1,1,1,1,1,1,0
,,,"[L L (H1) L]",0,1,0,3,0,1,1,2,1,2,1,0
,[L L1 H L],0
,,,"[(L L1) H L]",1,1,0,2,0,0,1,0,2,0,2,0
,,,"[L (L1) H L]",1,1,0,3,1,1,1,1,2,1,2,0
,,,"[L (L1 H) L]",1,0,1,2,0,1,1,1,1,1,1,0
,[L1 L2 H2 L2],0
,,,"[(L1) (L2) (H2) (L2)]",0,4,0,0,3,0,0,0,3,6,6,1
,[L2 L2 H1 L2],0
,,,"[(L2) (L2) (H1) (L2)]",0,4,0,0,3,0,0,2,1,6,6,1
,[L2 L1 H2 L2],0
,,,"[(L2) (L1) (H2) (L2)]",0,4,0,0,3,0,0,1,2,6,6,1
,[L2 L1 H2 L],0
,,,"[(L2) (L1) (H2) L]",0,3,0,1,2,0,1,1,2,3,6,0
,,,"[(L2) (L1) (H2 L)]",0,2,1,0,2,0,0,1,2,3,5,1
,[L L2 H1 L],0
,,,"[(L L2) (H1) L]",0,2,0,1,0,0,1,2,1,2,3,0
,,,"[L (L2) (H1) L]",0,2,0,2,1,1,1,2,1,3,3,0
,,,"[L (L2) (H1 L)]",0,1,1,1,1,1,0,2,0,3,2,1
,,,"[(L L2) (H1 L)]",0,1,1,0,0,0,0,2,0,2,2,1
"[L L H H]"
,[L2 L2 H H1],0
,,,"[(L2) (L2 H) (H1)]",1,2,1,0,1,0,0,3,0,4,4,1
,,,"[(L2) (L2) H (H1)]",1,3,0,1,2,0,0,3,0,4,5,1
,,,"[(L2) (L2) (H H1)]",1,3,0,0,2,0,0,2,0,3,5,1
,[L L1 H2 H],0
,,,"[(L L1) (H2 H)]",1,1,1,0,0,0,0,0,2,2,2,1
,,,"[L (L1) (H2 H)]",1,1,1,1,1,1,0,1,2,3,2,1
,,,"[L (L1) (H2) H]",1,2,0,2,1,1,1,1,2,3,3,0
,,,"[(L L1) (H2) H]",1,2,0,1,0,0,1,0,2,2,3,0
,[L L H2 H1],0
,,,"[L (L H2) (H1)]",0,2,0,1,0,1,0,3,0,4,1,1
,,,"[L L (H2) (H1)]",0,2,0,2,0,1,0,3,0,5,1,1
,[L1 L2 H H],0
,,,"[(L1) (L2 H) H]",2,1,1,1,1,0,1,0,3,1,4,0
,,,"[(L1) (L2) H H]",2,2,0,2,2,0,1,0,3,1,5,0
,[L L1 H H2],0
,,,"[L (L1) H (H2)]",1,2,0,2,1,1,0,1,2,4,2,1
,,,"[L (L1) (H H2)]",1,2,0,1,1,1,0,1,2,3,2,1
,,,"[(L L1) H (H2)]",1,2,0,1,0,0,0,0,2,3,2,1
,,,"[(L L1) (H H2)]",1,2,0,0,0,0,0,0,2,2,2,1
,,,"[L (L1 H) (H2)]",1,1,1,1,0,1,0,1,1,4,1,1
,[L1 L2 H2 H],0
,,,"[(L1) (L2) (H2 H)]",1,2,1,0,2,0,0,0,3,3,5,1
,,,"[(L1) (L2) (H2) H]",1,3,0,1,2,0,1,0,3,3,6,0
,[L2 L1 H2 H],0
,,,"[(L2) (L1) (H2) H]",1,3,0,1,2,0,1,1,2,3,6,0
,,,"[(L2) (L1) (H2 H)]",1,2,1,0,2,0,0,1,2,3,5,1
,[L L2 H H1],0
,,,"[L (L2) H (H1)]",1,2,0,2,1,1,0,3,0,4,2,1
,,,"[L (L2 H) (H1)]",1,1,1,1,0,1,0,3,0,4,1,1
,,,"[(L L2) H (H1)]",1,2,0,1,0,0,0,3,0,3,2,1
,,,"[L (L2) (H H1)]",1,2,0,1,1,1,0,2,0,3,2,1
,,,"[(L L2) (H H1)]",1,2,0,0,0,0,0,2,0,2,2,1
,[L2 L2 H1 H2],0
,,,"[(L2) (L2) (H1) (H2)]",0,4,0,0,2,0,0,2,1,6,6,1
,[L1 L2 H2 H2],0
,,,"[(L1) (L2) (H2) (H2)]",0,4,0,0,2,0,0,0,3,6,6,1
,[L2 L2 H1 H],0
,,,"[(L2) (L2) (H1 H)]",1,2,1,0,2,0,0,2,0,3,5,1
,,,"[(L2) (L2) (H1) H]",1,3,0,1,2,0,1,2,1,3,6,0
,[L L1 H2 H2],0
,,,"[(L L1) (H2) (H2)]",0,3,0,0,0,0,0,0,2,5,3,1
,,,"[L (L1) (H2) (H2)]",0,3,0,1,1,1,0,1,2,6,3,1
,[L L H1 H],0
,,,"[L (L H1) H]",1,1,0,2,0,1,1,1,1,1,1,0
,,,"[L L (H1 H)]",1,0,1,2,0,1,0,2,0,2,0,1
,,,"[L L (H1) H]",1,1,0,3,0,1,1,2,1,2,1,0
,[L2 L H H1],0
,,,"[(L2) L (H H1)]",1,2,0,1,1,0,0,2,0,2,3,1
,,,"[(L2 L) (H H1)]",1,1,1,0,0,0,0,2,0,2,2,1
,,,"[(L2) L H (H1)]",1,2,0,2,1,0,0,3,0,3,3,1
,,,"[(L2 L) H (H1)]",1,1,1,1,0,0,0,3,0,3,2,1
,[L1 L H2 H],0
,,,"[(L1 L) (H2) H]",1,1,1,1,0,0,1,0,2,2,3,0
,,,"[(L1) (L H2) H]",1,2,0,1,1,0,1,0,3,1,4,0
,,,"[(L1 L) (H2 H)]",1,0,2,0,0,0,0,0,2,2,2,1
,,,"[(L1) L (H2) H]",1,2,0,2,1,0,1,0,3,2,4,0
,,,"[(L1) L (H2 H)]",1,1,1,1,1,0,0,0,3,2,3,1
,[L2 L1 H2 H2],0
,,,"[(L2) (L1) (H2) (H2)]",0,4,0,0,2,0,0,1,2,6,6,1
,[L L1 H H],0
,,,"[L (L1 H) H]",2,0,1,2,0,1,1,1,1,1,1,0
,,,"[L (L1) H H]",2,1,0,3,1,1,1,1,2,1,2,0
,,,"[(L L1) H H]",2,1,0,2,0,0,1,0,2,0,2,0
,[L2 L1 H H],0
,,,"[(L2) (L1) H H]",2,2,0,2,2,0,1,1,2,1,5,0
,,,"[(L2) (L1 H) H]",2,1,1,1,1,0,1,1,1,1,4,0
,[L L2 H1 H],0
,,,"[(L L2) (H1 H)]",1,1,1,0,0,0,0,2,0,2,2,1
,,,"[L (L2) (H1) H]",1,2,0,2,1,1,1,2,1,3,3,0
,,,"[(L L2) (H1) H]",1,2,0,1,0,0,1,2,1,2,3,0
,,,"[L (L2) (H1 H)]",1,1,1,1,1,1,0,2,0,3,2,1
,[L1 L H H2],0
,,,"[(L1 L) (H H2)]",1,1,1,0,0,0,0,0,2,2,2,1
,,,"[(L1 L) H (H2)]",1,1,1,1,0,0,0,0,2,3,2,1
,,,"[(L1) L (H H2)]",1,2,0,1,1,0,0,0,3,2,3,1
,,,"[(L1) L H (H2)]",1,2,0,2,1,0,0,0,3,3,3,1
,[L2 L H2 H1],1
,,,"[(L2) L (H2) (H1)]",0,3,0,1,1,0,0,3,0,5,4,1
,,,"[(L2) (L H2) (H1)]",0,3,0,0,1,0,0,3,0,4,4,1
,,,"[(L2 L) (H2) (H1)]",0,2,1,0,0,0,0,3,0,5,3,1
,[L2 L2 H2 H1],0
,,,"[(L2) (L2) (H2) (H1)]",0,4,0,0,2,0,0,3,0,6,6,1
,[L L H1 H2],0
,,,"[L L (H1) (H2)]",0,2,0,2,0,1,0,2,1,5,1,1
,,,"[L (L H1) (H2)]",0,2,0,1,0,1,0,1,1,4,1,1
,[L L H H1],0
,,,"[L L H (H1)]",1,1,0,3,0,1,0,3,0,3,0,1
,,,"[L L (H H1)]",1,1,0,2,0,1,0,2,0,2,0,1
,[L2 L H1 H],0
,,,"[(L2 L) (H1 H)]",1,0,2,0,0,0,0,2,0,2,2,1
,,,"[(L2 L) (H1) H]",1,1,1,1,0,0,1,2,1,2,3,0
,,,"[(L2) L (H1 H)]",1,1,1,1,1,0,0,2,0,2,3,1
,,,"[(L2) L (H1) H]",1,2,0,2,1,0,1,2,1,2,4,0
,,,"[(L2) (L H1) H]",1,2,0,1,1,0,1,1,1,1,4,0
,[L2 L1 H H2],0
,,,"[(L2) (L1 H) (H2)]",1,2,1,0,1,0,0,1,1,4,4,1
,,,"[(L2) (L1) (H H2)]",1,3,0,0,2,0,0,1,2,3,5,1
,,,"[(L2) (L1) H (H2)]",1,3,0,1,2,0,0,1,2,4,5,1
,[L2 L H1 H2],0
,,,"[(L2) L (H1) (H2)]",0,3,0,1,1,0,0,2,1,5,4,1
,,,"[(L2) (L H1) (H2)]",0,3,0,0,1,0,0,1,1,4,4,1
,,,"[(L2 L) (H1) (H2)]",0,2,1,0,0,0,0,2,1,5,3,1
,[L1 L2 H H2],0
,,,"[(L1) (L2) (H H2)]",1,3,0,0,2,0,0,0,3,3,5,1
,,,"[(L1) (L2 H) (H2)]",1,2,1,0,1,0,0,0,3,4,4,1
,,,"[(L1) (L2) H (H2)]",1,3,0,1,2,0,0,0,3,4,5,1
,[L L2 H1 H2],0
,,,"[L (L2) (H1) (H2)]",0,3,0,1,1,1,0,2,1,6,3,1
,,,"[(L L2) (H1) (H2)]",0,3,0,0,0,0,0,2,1,5,3,1
,[L1 L H2 H2],0
,,,"[(L1) L (H2) (H2)]",0,3,0,1,1,0,0,0,3,5,4,1
,,,"[(L1 L) (H2) (H2)]",0,2,1,0,0,0,0,0,2,5,3,1
,,,"[(L1) (L H2) (H2)]",0,3,0,0,1,0,0,0,3,4,4,1
,[L L2 H2 H1],0
,,,"[(L L2) (H2) (H1)]",0,3,0,0,0,0,0,3,0,5,3,1
,,,"[L (L2) (H2) (H1)]",0,3,0,1,1,1,0,3,0,6,3,1
,[L1 L H H],0
,,,"[(L1) L H H]",2,1,0,3,1,0,1,0,3,0,3,0
,,,"[(L1 L) H H]",2,0,1,2,0,0,1,0,2,0,2,0
"[L H L L]"
,[L H L1 L2],0
,,,"[L (H L1) (L2)]",1,2,0,1,1,1,0,1,1,4,1,1
,,,"[L H (L1) (L2)]",1,2,0,2,2,1,0,2,1,5,1,1
,[L1 H L L2],0
,,,"[(L1 H) (L L2)]",1,1,1,0,0,0,0,0,2,2,2,1
,,,"[(L1) H (L L2)]",1,2,0,1,1,0,0,0,3,2,3,1
,,,"[(L1) H L (L2)]",1,2,0,2,2,0,0,0,3,3,3,1
,,,"[(L1 H) L (L2)]",1,1,1,1,1,0,0,0,2,3,2,1
,[L2 H L1 L2],0
,,,"[(L2 H) (L1) (L2)]",1,2,1,0,2,0,0,2,1,5,3,1
,,,"[(L2) (H L1) (L2)]",1,3,0,0,2,0,0,1,1,4,4,1
,,,"[(L2) H (L1) (L2)]",1,3,0,1,3,0,0,2,1,5,4,1
,[L1 H L2 L],0
,,,"[(L1) (H L2) L]",1,2,0,1,1,0,1,0,3,1,4,0
,,,"[(L1) H (L2 L)]",1,1,1,1,1,0,0,0,3,2,3,1
,,,"[(L1) H (L2) L]",1,2,0,2,2,0,1,0,3,2,4,0
,,,"[(L1 H) (L2 L)]",1,0,2,0,0,0,0,0,2,2,2,1
,,,"[(L1 H) (L2) L]",1,1,1,1,1,0,1,0,2,2,3,0
,[L H1 L2 L2],0
,,,"[(L H1) (L2) (L2)]",0,3,0,0,2,0,0,0,2,5,3,1
,,,"[L (H1) (L2) (L2)]",0,3,0,1,2,1,0,1,2,6,3,1
,[L2 H2 L2 L1],0
,,,"[(L2) (H2) (L2) (L1)]",0,4,0,0,3,0,0,3,0,6,6,1
,[L2 H1 L L2],0
,,,"[(L2) (H1) L (L2)]",0,3,0,1,2,0,0,1,2,4,5,1
,,,"[(L2) (H1) (L L2)]",0,3,0,0,1,0,0,1,2,3,5,1
,,,"[(L2) (H1 L) (L2)]",0,2,1,0,2,0,0,1,1,4,4,1
,[L1 H2 L L],0
,,,"[(L1) (H2) L L]",0,2,0,2,1,0,1,0,3,1,5,0
,,,"[(L1) (H2 L) L]",0,1,1,1,1,0,1,0,3,1,4,0
,[L H L2 L1],0
,,,"[L (H L2) (L1)]",1,2,0,1,1,1,0,3,0,4,1,1
,,,"[L H (L2) (L1)]",1,2,0,2,2,1,0,3,0,5,1,1
,[L H1 L2 L],0
,,,"[(L H1) (L2 L)]",0,1,1,0,0,0,0,0,2,2,2,1
